# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
63000 0.548575 2.96467 3.51324 0.00184183 2.08047
64000 0.812471 2.90435 3.71683 -0.00730323 2.03814
65000 0.511232 2.88716 3.3984 -0.00589532 2.02608
66000 0.10548 2.56015 2.66563 0.002794 1.7966
67000 0.343126 3.07222 3.41535 -0.00110532 2.15594
68000 0.391536 3.02353 3.41507 -0.00725812 2.12178
69000 0.869386 3.01057 3.87996 0.00894694 2.11268
70000 0.892536 2.78492 3.67745 -0.00195739 1.95433
71000 0.889299 2.88287 3.77217 -0.00536494 2.02307
72000 0.590303 2.90698 3.49728 -0.00127976 2.03998
73000 0.0866494 2.80234 2.88899 7.35297e-07 1.96656
74000 0.425566 2.74363 3.1692 -0.00990341 1.92535
75000 0.394292 3.06702 3.46131 0.0153916 2.1523
76000 0.652243 2.84315 3.49539 0.00282741 1.99519
77000 0.93071 2.93497 3.86568 -0.0235034 2.05963
78000 0.342757 2.74368 3.08643 -0.00248344 1.92539
79000 0.418248 3.00399 3.42224 -0.00461723 2.10806
80000 0.457067 3.06018 3.51724 -0.00523921 2.14749
81000 0.620174 2.92339 3.54356 -0.00906725 2.0515
82000 0.149789 2.95293 3.10272 0.00657598 2.07223
83000 0.454889 2.77814 3.23303 0.000102504 1.94957
84000 0.818287 3.01273 3.83102 -0.0114977 2.1142
85000 0.760822 2.90275 3.66357 -0.00223037 2.03702
86000 0.443873 2.5559 2.99978 -0.00934571 1.79362
87000 0.432265 2.98138 3.41364 -0.00694082 2.0922
88000 0.508299 2.95261 3.4609 7.23137e-05 2.072
89000 0.300911 2.58982 2.89073 0.000338778 1.81742
90000 0.43682 2.7878 3.22462 -0.0105353 1.95635
91000 0.503994 2.95544 3.45943 -0.00503389 2.07399
92000 0.589981 2.92822 3.5182 0.000221275 2.05489
93000 0.434736 2.53895 2.97368 -0.00279807 1.78172
94000 0.364644 2.80273 3.16737 -0.00521568 1.96683
95000 0.413492 2.70021 3.1137 0.00136898 1.89489
96000 0.148148 2.80535 2.95349 -0.00152948 1.96866
97000 0.439637 2.82239 3.26202 -0.0084768 1.98062
98000 0.488985 2.87997 3.36895 0.00203202 2.02103
99000 0.558886 3.0905 3.64939 0.0035193 2.16877
100000 0.531994 3.05807 3.59006 0.00169382 2.14601
