# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
35000 -3.91862 2.18338 -1.73523 -0.0445867 1.47029
36000 -3.61851 2.2505 -1.36802 -0.0303192 1.51549
37000 -3.78363 2.14317 -1.64046 -0.0149639 1.44321
38000 -3.86115 2.27869 -1.58246 -0.0120558 1.53447
39000 -3.71029 2.2542 -1.45609 -0.0342429 1.51798
40000 -4.00881 2.2246 -1.78421 -0.0261834 1.49805
41000 -3.66558 2.24152 -1.42407 -0.0282915 1.50944
42000 -3.23276 2.32238 -0.910383 -0.0275971 1.56389
43000 -3.51977 2.19328 -1.32649 -0.0311206 1.47696
44000 -3.59179 2.19847 -1.39332 -0.0198482 1.48045
45000 -3.93124 2.19881 -1.73243 -0.0261147 1.48068
46000 -3.84747 2.1877 -1.65977 -0.00818726 1.4732
47000 -3.92216 2.27062 -1.65154 -0.0197251 1.52904
48000 -4.10731 2.14833 -1.95898 -0.0215212 1.44669
49000 -3.77179 2.17496 -1.59684 -0.0321742 1.46462
50000 -3.38117 2.24601 -1.13516 -0.027051 1.51247
51000 -3.42477 2.19274 -1.23203 -0.0238064 1.47659
52000 -3.67329 2.27312 -1.40017 -0.00817648 1.53072
53000 -3.68144 2.28249 -1.39895 -0.0148193 1.53703
54000 -3.42016 2.26055 -1.1596 -0.00715415 1.52226
55000 -3.37063 2.2695 -1.10113 -0.0194226 1.52828
56000 -3.36456 2.26584 -1.09872 -0.0256955 1.52582
57000 -3.65105 2.25717 -1.39387 -0.0107558 1.51998
58000 -3.69753 2.19439 -1.50314 -0.0158301 1.4777
59000 -3.6376 2.21774 -1.41986 -0.0235698 1.49343
60000 -3.64582 2.31505 -1.33077 -0.020061 1.55896
61000 -3.52746 2.27879 -1.24867 -0.0278084 1.53454
62000 -3.72444 2.22597 -1.49846 -0.0282903 1.49897
63000 -3.4456 2.24421 -1.20139 -0.0184263 1.51125
64000 -3.94234 2.2123 -1.73005 -0.0230547 1.48976
65000 -3.49259 2.19898 -1.29362 -0.0233082 1.48079
66000 -3.46947 2.2989 -1.17058 -0.0151125 1.54808
67000 -3.53074 2.19573 -1.33501 -0.0213607 1.47861
68000 -3.63323 2.24697 -1.38625 -0.0132178 1.51311
69000 -3.87643 2.24767 -1.62876 -0.0143695 1.51358
70000 -3.82842 2.23574 -1.59268 -0.00996524 1.50555
71000 -3.68164 2.22772 -1.45391 -0.015038 1.50015
72000 -3.81851 2.14443 -1.67408 -0.0332055 1.44406
73000 -3.82195 2.22749 -1.59446 -0.0154976 1.49999
74000 -3.89687 2.15825 -1.73863 -0.0398049 1.45336
75000 -3.75924 2.21143 -1.54781 -0.0168642 1.48918
76000 -3.768 2.14561 -1.62238 -0.0353732 1.44486
77000 -3.54825 2.20563 -1.34262 -0.0198171 1.48527
78000 -3.21812 2.25404 -0.964079 -0.0223082 1.51787
79000 -3.50593 2.17562 -1.33031 -0.0238332 1.46506
80000 -3.56761 2.23289 -1.33472 -0.0190562 1.50363
81000 -3.55917 2.21578 -1.34338 -0.0374027 1.49211
82000 -3.53494 2.18772 -1.34722 -0.0250185 1.47321
83000 -3.55164 2.25468 -1.29695 -0.0246547 1.5183
84000 -3.55705 2.25851 -1.29854 -0.007586 1.52088
85000 -3.35398 2.23131 -1.12267 -0.0312349 1.50257
86000 -3.60806 2.18185 -1.42621 -0.020453 1.46926
87000 -3.60729 2.22588 -1.38141 -0.0124924 1.49891
88000 -3.69557 2.22842 -1.46715 -0.00798139 1.50062
89000 -4.03203 2.1788 -1.85323 -0.025772 1.4672
90000 -3.93682 2.24702 -1.6898 -0.0317203 1.51314
91000 -4.20676 2.22233 -1.98443 -0.0246574 1.49652
92000 -4.15376 2.18308 -1.97068 -0.0305854 1.47009
93000 -3.71391 2.2165 -1.49741 -0.00709526 1.49259
94000 -3.39067 2.18098 -1.20969 -0.0421043 1.46868
95000 -3.12204 2.23994 -0.882108 -0.00567881 1.50837
96000 -3.1877 2.22873 -0.958971 -0.0272192 1.50083
97000 -3.16763 2.29803 -0.869602 -0.0229373 1.5475
98000 -3.13178 2.16336 -0.968418 -0.0240102 1.45681
99000 -2.96559 2.24446 -0.721136 -0.0224198 1.51142
100000 -3.41677 2.24506 -1.17171 -0.0143722 1.51182
