# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
77000 -2.00023 2.97626 0.976029 -0.00774555 1.99414
78000 -2.40838 3.04244 0.634059 0.00112491 2.03849
79000 -2.31474 2.98914 0.674401 0.00116617 2.00277
80000 -2.2016 3.00314 0.801544 -0.00700282 2.01215
81000 -2.17141 2.96922 0.797802 -0.00635149 1.98942
82000 -1.95674 2.99087 1.03413 -0.00532965 2.00393
83000 -2.03039 3.04191 1.01152 -0.000912839 2.03813
84000 -2.07245 2.98016 0.907714 0.00162304 1.99676
85000 -1.85438 3.00891 1.15453 -0.0027157 2.01602
86000 -2.10088 3.01512 0.914245 -0.002268 2.02018
87000 -2.27089 3.03508 0.764185 -0.00738377 2.03355
88000 -2.38445 2.96318 0.578725 -0.00609096 1.98538
89000 -2.67306 2.94395 0.27089 0.00443172 1.97249
90000 -2.73919 3.05154 0.31235 0.0111037 2.04458
91000 -2.83355 2.90514 0.0715856 -0.00117374 1.94649
92000 -2.64785 2.93855 0.290699 0.00361206 1.96887
93000 -2.1045 2.97057 0.866072 -0.00571388 1.99033
94000 -2.38237 2.94961 0.567237 0.0108277 1.97629
95000 -2.17467 3.05828 0.883617 -0.00361772 2.0491
96000 -1.87766 3.0578 1.18014 0.00252344 2.04878
97000 -1.69601 2.92692 1.23092 -0.00397008 1.96109
98000 -1.92139 3.02344 1.10205 0.00776344 2.02576
99000 -2.11067 3.01769 0.907022 0.00491207 2.0219
100000 -2.0435 3.03913 0.995631 -0.00478203 2.03627
