# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
54000 -4.62992 0.726116 -3.9038 -0.0318628 0.493957
55000 -4.56737 0.763105 -3.80426 -0.0304793 0.519119
56000 -4.63054 0.735663 -3.89487 -0.0294136 0.500451
57000 -4.68454 0.718989 -3.96555 -0.0241665 0.489108
58000 -4.66556 0.720393 -3.94517 -0.0274424 0.490063
59000 -4.68793 0.736175 -3.95176 -0.0259517 0.500799
60000 -4.64641 0.738947 -3.90746 -0.024055 0.502685
61000 -4.65481 0.715903 -3.93891 -0.0328516 0.487009
62000 -4.59611 0.75188 -3.84423 -0.0297517 0.511483
63000 -4.681 0.720991 -3.96001 -0.0314308 0.49047
64000 -4.66186 0.735005 -3.92685 -0.0320509 0.500003
65000 -4.66923 0.723915 -3.94532 -0.0319858 0.492459
66000 -4.67922 0.737275 -3.94194 -0.0235621 0.501547
67000 -4.69744 0.704874 -3.99257 -0.0318876 0.479506
68000 -4.69244 0.721758 -3.97068 -0.0221921 0.490992
69000 -4.66253 0.732199 -3.93033 -0.0308045 0.498095
70000 -4.66704 0.7382 -3.92884 -0.0348036 0.502177
71000 -4.66709 0.707789 -3.95931 -0.0304691 0.481489
72000 -4.65918 0.748348 -3.91083 -0.0349819 0.509081
73000 -4.69902 0.689422 -4.0096 -0.0315875 0.468995
74000 -4.63496 0.730423 -3.90454 -0.0277574 0.496887
75000 -4.62877 0.718884 -3.90989 -0.0334236 0.489037
76000 -4.66223 0.729829 -3.9324 -0.0289506 0.496482
77000 -4.7014 0.685991 -4.01541 -0.0361333 0.466661
78000 -4.65263 0.733378 -3.91925 -0.0237401 0.498896
79000 -4.56689 0.779908 -3.78698 -0.0309441 0.53055
80000 -4.62428 0.743443 -3.88083 -0.0280696 0.505744
81000 -4.64958 0.717583 -3.932 -0.0255883 0.488151
82000 -4.6519 0.723258 -3.92865 -0.0296483 0.492012
83000 -4.59561 0.731773 -3.86384 -0.0331542 0.497805
84000 -4.63137 0.728504 -3.90287 -0.0288996 0.495581
85000 -4.63441 0.739323 -3.89508 -0.0287912 0.502941
86000 -4.61017 0.749865 -3.86031 -0.0238211 0.510112
87000 -4.67466 0.725673 -3.94899 -0.027952 0.493655
88000 -4.76535 0.702889 -4.06246 -0.036679 0.478156
89000 -4.74324 0.738557 -4.00469 -0.0359954 0.502419
90000 -4.66379 0.757922 -3.90586 -0.0387046 0.515593
91000 -4.67665 0.754669 -3.92198 -0.0378413 0.51338
92000 -4.69604 0.7646 -3.93145 -0.0396404 0.520136
93000 -4.74426 0.726043 -4.01821 -0.0410893 0.493907
94000 -4.67552 0.756511 -3.91901 -0.0378115 0.514633
95000 -4.69406 0.758666 -3.93539 -0.0355896 0.5161
96000 -4.74877 0.708239 -4.04053 -0.0400186 0.481795
97000 -4.73478 0.715092 -4.01969 -0.0415892 0.486457
98000 -4.7341 0.72706 -4.00704 -0.0373792 0.494599
99000 -4.68952 0.772354 -3.91717 -0.0369986 0.525411
100000 -4.67453 0.755895 -3.91864 -0.0390243 0.514214
