# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
44000 -1.23703 2.08799 0.85096 -0.0134122 1.4204
45000 -1.09562 2.2277 1.13208 -0.0104244 1.51544
46000 -0.933581 2.15766 1.22407 -0.0149817 1.46779
47000 -1.05047 2.19745 1.14698 -0.00980697 1.49486
48000 -0.940123 2.25454 1.31442 -0.0176828 1.5337
49000 -1.15063 2.13229 0.98166 -0.012488 1.45054
50000 -1.37575 2.19844 0.82269 -0.0124187 1.49554
51000 -1.08786 2.21614 1.12828 -0.0131096 1.50758
52000 -0.918096 2.26832 1.35022 -0.0160224 1.54307
53000 -1.25437 2.24128 0.986907 -0.0101966 1.52468
54000 -1.26426 2.16681 0.902554 -0.019693 1.47402
55000 -1.08594 2.1774 1.09146 -0.0223386 1.48123
56000 -1.64307 2.20866 0.565594 -0.0111963 1.50249
57000 -1.20524 2.17709 0.971848 -0.0240424 1.48102
58000 -1.21538 2.14917 0.933786 -0.0193165 1.46202
59000 -1.11969 2.34001 1.22032 -0.0115323 1.59184
60000 -0.816465 2.17563 1.35916 -0.0211119 1.48002
61000 -1.54599 2.21891 0.672914 -0.0117038 1.50946
62000 -1.29027 2.1941 0.903822 -0.0151061 1.49258
63000 -0.79152 2.21877 1.42725 -0.011499 1.50937
64000 -1.16826 2.27833 1.11007 -0.00906963 1.54988
65000 -1.27028 2.2177 0.947419 -0.022771 1.50864
66000 -1.12648 2.17519 1.04872 -0.0160692 1.47972
67000 -1.14343 2.36191 1.21848 -0.0215124 1.60674
68000 -1.44733 2.15343 0.706104 -0.00434422 1.46492
69000 -1.63262 2.19338 0.560763 -0.0138049 1.4921
70000 -1.51699 2.14002 0.623026 -0.0185912 1.4558
71000 -1.55707 2.28477 0.727696 -0.00808199 1.55427
72000 -1.35233 2.10475 0.752419 -0.02506 1.4318
73000 -1.01558 2.25558 1.24 -0.0187966 1.53441
74000 -1.28769 2.24938 0.961691 -0.0209304 1.53019
75000 -1.07785 2.16359 1.08574 -0.0231873 1.47183
76000 -1.23586 2.21138 0.975513 -0.0138705 1.50434
77000 -1.41227 2.2952 0.882929 -0.0158679 1.56136
78000 -1.35517 2.16549 0.810323 -0.0190013 1.47312
79000 -1.16202 2.23705 1.07504 -0.0154663 1.5218
80000 -0.654967 2.2995 1.64453 -0.016544 1.56428
81000 -0.416513 2.14408 1.72757 -0.0181774 1.45856
82000 -0.499139 2.11813 1.61899 -0.0167763 1.4409
83000 -0.841612 2.24505 1.40344 -0.0111938 1.52725
84000 -1.20932 2.30511 1.09579 -0.00313049 1.56811
85000 -1.22823 2.25942 1.03119 -0.0154175 1.53702
86000 -1.06191 2.28995 1.22803 -0.013119 1.55779
87000 -1.03542 2.16341 1.128 -0.0190974 1.47171
88000 -1.04292 2.2657 1.22278 -0.0149398 1.54129
89000 -1.09556 2.20011 1.10455 -0.0126036 1.49667
90000 -1.06318 2.14436 1.08119 -0.0119858 1.45875
91000 -1.18123 2.17634 0.995105 -0.00984845 1.4805
92000 -1.08791 2.21133 1.12342 -0.0178098 1.50431
93000 -1.16782 2.3326 1.16478 -0.0123144 1.5868
94000 -1.51051 2.16249 0.651973 -0.0271887 1.47108
95000 -1.19219 2.21643 1.02424 -0.0198361 1.50778
96000 -1.23636 2.24182 1.00546 -0.00647028 1.52504
97000 -1.41782 2.12314 0.705318 -0.0192399 1.44431
98000 -1.28167 2.3105 1.02883 -0.0146509 1.57177
99000 -1.0177 2.24535 1.22764 -0.0225534 1.52745
100000 -1.19495 2.22039 1.02544 -0.0195268 1.51047
