# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
53000 -5.82916 0.76906 -5.0601 -0.0497242 0.515283
54000 -5.9288 0.767223 -5.16158 -0.0540227 0.514053
55000 -6.05699 0.750262 -5.30673 -0.0592339 0.502688
56000 -6.14876 0.735055 -5.41371 -0.0563873 0.492499
57000 -6.30951 0.753913 -5.55559 -0.0453121 0.505135
58000 -6.57774 0.759081 -5.81866 -0.0393901 0.508597
59000 -6.85989 0.752509 -6.10738 -0.0375258 0.504194
60000 -6.97589 0.752001 -6.22389 -0.042115 0.503853
61000 -7.28336 0.751471 -6.53189 -0.0277244 0.503498
62000 -7.41893 0.754536 -6.66439 -0.0447623 0.505552
63000 -7.47308 0.764177 -6.7089 -0.0625059 0.512012
64000 -7.51993 0.748915 -6.77102 -0.0632917 0.501786
65000 -7.53307 0.759109 -6.77397 -0.0639142 0.508616
66000 -7.52507 0.754473 -6.7706 -0.0566431 0.50551
67000 -7.53154 0.749625 -6.78192 -0.0656071 0.502261
68000 -7.52235 0.742845 -6.77951 -0.063913 0.497719
69000 -7.5301 0.757609 -6.77249 -0.0570209 0.507611
70000 -7.56591 0.730741 -6.83517 -0.0625446 0.489609
71000 -7.53322 0.74672 -6.7865 -0.064552 0.500315
72000 -7.52935 0.760804 -6.76854 -0.0606696 0.509752
73000 -7.58498 0.731224 -6.85376 -0.0614607 0.489932
74000 -7.55628 0.74097 -6.81531 -0.0610391 0.496462
75000 -7.57972 0.712967 -6.86675 -0.0696367 0.4777
76000 -7.54689 0.747148 -6.79974 -0.0606769 0.500602
77000 -7.55582 0.735464 -6.82035 -0.0631592 0.492773
78000 -7.56344 0.735228 -6.82821 -0.0585965 0.492615
79000 -7.56167 0.750986 -6.81068 -0.0575836 0.503173
80000 -7.55516 0.750948 -6.80422 -0.064142 0.503148
81000 -7.55855 0.744891 -6.81366 -0.0656261 0.499089
82000 -7.59964 0.738087 -6.86155 -0.0621582 0.494531
83000 -7.57537 0.743368 -6.832 -0.0648165 0.498069
84000 -7.57228 0.739963 -6.83232 -0.0643638 0.495787
85000 -7.55603 0.756595 -6.79944 -0.0600194 0.506932
86000 -7.58045 0.733481 -6.84697 -0.0640368 0.491445
87000 -7.56384 0.746607 -6.81723 -0.0578412 0.500239
88000 -7.56146 0.743268 -6.81819 -0.0566859 0.498002
89000 -7.58193 0.737784 -6.84415 -0.0546398 0.494328
90000 -7.59136 0.733882 -6.85747 -0.0552747 0.491713
91000 -7.59651 0.744989 -6.85152 -0.0561162 0.499155
92000 -7.67713 0.720252 -6.95687 -0.0559171 0.482581
93000 -7.64818 0.744492 -6.90368 -0.0577927 0.498822
94000 -7.64664 0.748977 -6.89766 -0.0552605 0.501827
95000 -7.64214 0.751487 -6.89066 -0.0586789 0.503509
96000 -7.65259 0.745179 -6.90741 -0.0543507 0.499282
97000 -7.64067 0.754004 -6.88667 -0.061171 0.505195
98000 -7.67759 0.725677 -6.95191 -0.0560003 0.486216
99000 -7.63344 0.751634 -6.88181 -0.0619486 0.503607
100000 -7.61139 0.769973 -6.84142 -0.059108 0.515895
