# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
43000 -1.13544 2.98413 1.84869 -0.0164767 2.00951
44000 -1.03157 2.91552 1.88395 -0.00971195 1.96332
45000 -1.33149 3.05275 1.72126 -0.00451291 2.05573
46000 -1.30432 2.89856 1.59423 -0.00468194 1.95189
47000 -0.832922 2.98602 2.1531 -0.0172678 2.01079
48000 -1.21794 3.00458 1.78664 0.00255762 2.02328
49000 -1.61537 3.04209 1.42671 0.00520492 2.04854
50000 -1.41118 2.94473 1.53355 -0.00378741 1.98298
51000 -0.966894 3.01001 2.04312 -0.0058048 2.02694
52000 -1.09178 2.91338 1.8216 -0.0127063 1.96187
53000 -1.36713 3.00723 1.6401 -0.00963974 2.02507
54000 -1.52054 3.01438 1.49384 -0.0107525 2.02989
55000 -1.27474 2.91384 1.6391 -0.00324613 1.96218
56000 -1.35488 2.91569 1.56081 -0.0172296 1.96343
57000 -1.62654 2.89447 1.26792 -0.0111256 1.94913
58000 -1.14993 3.0436 1.89367 -0.0103377 2.04956
59000 -1.1431 3.05923 1.91614 -0.0178931 2.06009
60000 -1.51103 2.87578 1.36474 -0.0147016 1.93655
61000 -1.21285 2.92876 1.71591 -0.00753955 1.97223
62000 -1.31246 2.90002 1.58756 -0.00503956 1.95287
63000 -1.38283 2.94508 1.56225 -0.00468259 1.98322
64000 -1.57807 2.87308 1.29501 -0.00696563 1.93473
65000 -1.47654 3.00331 1.52676 -0.00580693 2.02243
66000 -1.38663 2.9354 1.54878 -0.00668156 1.9767
67000 -1.14585 2.99596 1.85011 -0.0111772 2.01748
68000 -1.26164 3.01497 1.75334 0.00168335 2.03029
69000 -1.34642 3.01405 1.66763 -0.00923018 2.02967
70000 -1.37004 3.00353 1.63349 0.00269843 2.02258
71000 -1.11089 2.96801 1.85712 -0.0114831 1.99866
72000 -1.3065 2.98576 1.67926 0.00240212 2.01061
73000 -1.20868 3.06536 1.85668 0.00289348 2.06422
74000 -1.24376 3.01345 1.76969 -0.0109927 2.02926
75000 -0.954638 2.95664 2.002 -0.00764755 1.99101
76000 -1.0711 2.88883 1.81773 -0.0140221 1.94534
77000 -1.15352 2.93229 1.77877 -0.00275441 1.9746
78000 -1.27333 3.0182 1.74487 -0.0053452 2.03246
79000 -1.85344 2.91983 1.06639 -0.010774 1.96621
80000 -1.37266 2.95389 1.58123 -0.0128665 1.98915
81000 -1.28334 3.05166 1.76832 -0.00720326 2.05499
82000 -1.1975 2.88505 1.68755 -0.0142533 1.9428
83000 -1.00543 2.90717 1.90174 -0.0167046 1.95769
84000 -1.15961 2.98784 1.82824 0.00160678 2.01202
85000 -0.965163 2.99646 2.0313 -0.0122521 2.01782
86000 -0.992342 2.96626 1.97391 0.00347342 1.99748
87000 -1.02832 2.99308 1.96475 -0.000364648 2.01554
88000 -1.25167 2.93938 1.68772 -0.00467067 1.97938
89000 -1.55205 3.00461 1.45255 0.00476477 2.02331
90000 -1.52753 3.02029 1.49275 -0.00145103 2.03386
91000 -1.56853 3.06045 1.49192 0.00866571 2.06091
92000 -1.60176 2.93197 1.33021 -0.0049839 1.97439
93000 -1.56931 2.80369 1.23438 -0.0173445 1.88801
94000 -1.48219 3.05093 1.56874 0.00597462 2.0545
95000 -1.32273 2.96483 1.6421 -0.00425532 1.99652
96000 -1.2496 3.01779 1.76819 -0.0023119 2.03218
97000 -1.16002 2.86423 1.70422 -0.0127799 1.92878
98000 -1.09947 2.92324 1.82377 -0.0176333 1.96851
99000 -1.20574 2.98162 1.77588 0.0026684 2.00783
100000 -1.34674 2.93615 1.58941 0.00186734 1.97721
