# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
61000 -6.61328 0.740701 -5.87258 -0.0904524 0.498788
62000 -6.60521 0.743244 -5.86196 -0.0906631 0.500501
63000 -6.59633 0.756014 -5.84032 -0.0870415 0.5091
64000 -6.6554 0.726158 -5.92925 -0.0899007 0.488995
65000 -6.63452 0.750147 -5.88438 -0.0769106 0.50515
66000 -6.63971 0.736182 -5.90353 -0.083193 0.495745
67000 -6.63907 0.722944 -5.91612 -0.0886274 0.486831
68000 -6.65593 0.715064 -5.94087 -0.0913912 0.481525
69000 -6.62002 0.743697 -5.87632 -0.0908861 0.500806
70000 -6.63708 0.731197 -5.90588 -0.0954615 0.492389
71000 -6.62912 0.725126 -5.90399 -0.094595 0.4883
72000 -6.59632 0.74554 -5.85078 -0.0851182 0.502047
73000 -6.65937 0.743478 -5.9159 -0.0850008 0.500658
74000 -6.60961 0.753907 -5.8557 -0.0871475 0.507682
75000 -6.61967 0.755667 -5.864 -0.0831936 0.508867
76000 -6.63099 0.749534 -5.88146 -0.0874039 0.504736
77000 -6.59942 0.740531 -5.85888 -0.0944778 0.498674
78000 -6.59871 0.763423 -5.83529 -0.089656 0.51409
79000 -6.63289 0.737066 -5.89582 -0.0847543 0.496341
80000 -6.53654 0.776377 -5.76017 -0.0897752 0.522813
81000 -6.59937 0.746383 -5.85298 -0.0834691 0.502615
82000 -6.61472 0.752888 -5.86183 -0.0912115 0.506995
83000 -6.65813 0.722444 -5.93569 -0.0802606 0.486494
84000 -6.64442 0.722313 -5.92211 -0.0799519 0.486406
85000 -6.6364 0.729331 -5.90707 -0.0802383 0.491132
86000 -6.62562 0.736873 -5.88875 -0.0951711 0.496211
87000 -6.63228 0.751226 -5.88106 -0.0818592 0.505876
88000 -6.60252 0.728377 -5.87414 -0.0974765 0.49049
89000 -6.61176 0.7303 -5.88146 -0.0884431 0.491784
90000 -6.59508 0.740147 -5.85494 -0.0860153 0.498416
91000 -6.57415 0.750148 -5.824 -0.0759831 0.50515
92000 -6.60856 0.772496 -5.83606 -0.066232 0.5202
93000 -6.64199 0.755923 -5.88606 -0.0671242 0.509039
94000 -6.59697 0.763027 -5.83394 -0.0762014 0.513823
95000 -6.57349 0.756775 -5.81671 -0.0868193 0.509613
96000 -6.55767 0.765121 -5.79255 -0.0717896 0.515233
97000 -6.59791 0.737795 -5.86012 -0.0688705 0.496832
98000 -6.61711 0.727108 -5.89 -0.0704595 0.489635
99000 -6.55307 0.766418 -5.78666 -0.0668034 0.516106
100000 -6.53929 0.757433 -5.78185 -0.075462 0.510056
