# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
86000 -6.18634 2.25925 -3.92709 -0.0261695 1.51374
87000 -6.282 2.19399 -4.088 -0.00928812 1.47001
88000 -6.28246 2.25129 -4.03117 -0.00619611 1.5084
89000 -6.06547 2.26669 -3.79878 -0.0145975 1.51872
90000 -6.04763 2.26086 -3.78677 -0.00260172 1.51482
91000 -6.11438 2.2266 -3.88778 -0.0197204 1.49186
92000 -6.2114 2.20937 -4.00203 -0.0314693 1.48032
93000 -6.01737 2.24751 -3.76986 -0.0245962 1.50587
94000 -5.96387 2.28091 -3.68296 -0.0187626 1.52825
95000 -6.02305 2.28251 -3.74054 -0.0143802 1.52932
96000 -5.88938 2.2556 -3.63378 -0.0179742 1.51129
97000 -5.8457 2.27316 -3.57254 -0.00511588 1.52305
98000 -5.84728 2.23283 -3.61445 -0.0257318 1.49604
99000 -5.87154 2.2345 -3.63703 -0.0398632 1.49716
100000 -5.94012 2.27425 -3.66587 -0.0080588 1.52379
